area_type,availability,location,bath,balcony,price,total_sqft_int,bhk,price_per_sqft
Built-up  Area,Ready To Move,Vignana Nagar,3.0,3.0,42.0,940.0,2.0,4468.085106382979
Super built-up  Area,Ready To Move,Vignana Nagar,2.0,2.0,47.0,1465.0,3.0,3208.1911262798635
Super built-up  Area,Ready To Move,Vignana Nagar,2.0,2.0,58.0,1706.0,2.0,3399.765533411489
Super built-up  Area,Ready To Move,Vijaya Bank Layout,2.0,2.0,70.0,1682.0,3.0,4161.712247324614
Built-up  Area,Ready To Move,Vijaya Bank Layout,2.0,3.0,85.0,1904.0,3.0,4464.285714285715
Super built-up  Area,Ready To Move,Vijaya Bank Layout,2.0,1.0,68.0,1280.0,2.0,5312.5
Super built-up  Area,Ready To Move,Vijaya Bank Layout,2.0,2.0,68.5,1227.0,2.0,5582.722086389568
Super built-up  Area,Ready To Move,Vijayanagar,3.0,2.0,75.5,1035.0,2.0,7294.685990338165
Built-up  Area,Ready To Move,Vijayanagar,2.0,0.0,134.0,825.0,2.0,16242.424242424242
Super built-up  Area,21-Jun,Vijayanagar,3.0,1.0,116.0,1100.0,2.0,10545.454545454546
Super built-up  Area,21-Jun,Vijayanagar,3.0,2.0,100.0,1128.0,2.0,8865.248226950354
Super built-up  Area,21-Jun,Vijayanagar,1.0,0.0,34.78,1036.0,2.0,3357.1428571428573
Built-up  Area,Ready To Move,Vijayanagar,3.0,0.0,140.0,1500.0,2.0,9333.333333333334
Super built-up  Area,Ready To Move,Vijayanagar,3.0,2.0,115.0,1262.0,2.0,9112.519809825673
Super built-up  Area,21-Jun,Vijayanagar,2.0,1.0,103.0,2500.0,2.0,4120.0
Plot  Area,Ready To Move,Vijayanagar,2.0,0.0,225.0,1470.0,3.0,15306.122448979591
Super built-up  Area,21-Jun,Vijayanagar,3.0,1.0,117.0,1205.0,2.0,9709.543568464731
Super built-up  Area,Ready To Move,Vijayanagar,3.0,1.5843757375501535,140.0,925.0,2.0,15135.135135135135
Super built-up  Area,Ready To Move,Vijayanagar,2.0,1.0,75.0,1200.0,2.0,6250.0
Super built-up  Area,Ready To Move,Vijayanagar,2.0,1.0,58.0,1130.0,2.0,5132.743362831859
Super built-up  Area,Ready To Move,Vijayanagar,2.0,0.0,75.0,1800.0,2.0,4166.666666666667
Super built-up  Area,Ready To Move,Vijinapura,3.0,3.0,91.86,1250.0,3.0,7348.8
Built-up  Area,Ready To Move,Vinayak Nagar,3.0,2.0,95.0,4000.0,2.0,2375.0
Super built-up  Area,Ready To Move,Virat Nagar,2.0,2.0,56.81,1352.0,2.0,4201.923076923077
Super built-up  Area,18-Apr,Virat Nagar,2.0,2.0,49.75,3200.0,3.0,1554.6875
Super built-up  Area,Ready To Move,Virupakshapura,2.0,1.0,55.0,1800.0,1.0,3055.5555555555557
Super built-up  Area,Ready To Move,Virupakshapura,2.0,1.0,48.0,1650.0,3.0,2909.090909090909
Built-up  Area,Ready To Move,Vishveshwarya Layout,4.0,1.0,75.0,1465.0,3.0,5119.453924914676
Plot  Area,Ready To Move,Vishwanatha Nagenahalli,3.0,2.0,80.0,1652.0,3.0,4842.6150121065375
Super built-up  Area,Ready To Move,Vishwanatha Nagenahalli,3.0,2.0,110.0,1760.0,4.0,6250.0
Built-up  Area,Ready To Move,Vishwanatha Nagenahalli,3.0,2.0,120.0,1510.0,3.0,7947.019867549669
Built-up  Area,Ready To Move,Vishwapriya Layout,3.0,2.0,73.0,1800.0,3.0,4055.5555555555557
Super built-up  Area,Ready To Move,Vishwapriya Layout,2.0,2.0,60.0,1075.0,3.0,5581.395348837209
Plot  Area,Ready To Move,Vishwapriya Layout,3.0,1.0,95.0,1500.0,2.0,6333.333333333333
Super built-up  Area,Ready To Move,Vishwapriya Layout,2.0,2.0,30.0,1200.0,1.0,2500.0
Super built-up  Area,Ready To Move,Vishwapriya Layout,2.0,3.0,36.0,1300.0,3.0,2769.230769230769
Super built-up  Area,Ready To Move,Vishwapriya Layout,2.0,3.0,37.0,1616.0,3.0,2289.6039603960394
Super built-up  Area,18-Apr,Vishwapriya Nagar,2.0,1.0,38.0,1200.0,2.0,3166.6666666666665
Super built-up  Area,Ready To Move,Vittal Nagar,2.0,1.0,45.0,1200.0,1.0,3750.0
Super built-up  Area,Ready To Move,Vittasandra,2.0,1.0,71.0,1650.0,2.0,4303.030303030303
Super built-up  Area,Ready To Move,Vittasandra,2.0,1.0,69.3,1200.0,3.0,5775.0
Super built-up  Area,Ready To Move,Vittasandra,2.0,1.0,67.3,1780.0,2.0,3780.8988764044943
Super built-up  Area,Ready To Move,Vittasandra,2.0,1.0,67.0,1050.0,3.0,6380.952380952381
Super built-up  Area,Ready To Move,Vittasandra,2.0,1.0,70.2,1260.0,2.0,5571.428571428572
Super built-up  Area,Ready To Move,Vittasandra,2.0,1.0,67.4,1300.0,3.0,5184.615384615386
Super built-up  Area,Ready To Move,Vittasandra,2.0,0.0,90.0,1482.0,2.0,6072.8744939271255
Super built-up  Area,Ready To Move,Vittasandra,2.0,1.0,68.8,1255.0,3.0,5482.07171314741
Super built-up  Area,Ready To Move,Vittasandra,2.0,1.0,62.3,1220.0,3.0,5106.55737704918
Super built-up  Area,Ready To Move,Vittasandra,2.0,1.0,67.32,1140.0,3.0,5905.263157894736
Super built-up  Area,Ready To Move,Vittasandra,2.0,1.0,67.3,1455.0,2.0,4625.429553264605
Super built-up  Area,Ready To Move,Vittasandra,2.0,2.0,70.0,1200.0,2.0,5833.333333333333
Super built-up  Area,Ready To Move,Vittasandra,2.0,1.0,75.0,1247.0,3.0,6014.434643143544
Super built-up  Area,Ready To Move,Vittasandra,3.0,2.0,85.5,1237.0,3.0,6911.883589329022
Super built-up  Area,Ready To Move,Vittasandra,2.0,1.0,69.0,1685.0,2.0,4094.955489614243
Super built-up  Area,Ready To Move,Vittasandra,3.0,1.0,85.0,1315.0,3.0,6463.878326996198
Super built-up  Area,Ready To Move,Vittasandra,2.0,1.0,72.0,1291.0,3.0,5577.07203718048
Super built-up  Area,Ready To Move,Vittasandra,2.0,1.0,65.0,1100.0,2.0,5909.090909090909
Super built-up  Area,Ready To Move,Vittasandra,2.0,1.0,67.4,1371.0,2.0,4916.119620714808
Super built-up  Area,Ready To Move,Volagerekallahalli,2.0,2.0,33.0,1200.0,2.0,2750.0
Super built-up  Area,Ready To Move,Volagerekallahalli,2.0,2.0,33.15,660.0,1.0,5022.727272727273
Super built-up  Area,Ready To Move,Volagerekallahalli,2.0,1.0,47.0,1930.0,5.0,2435.2331606217617
Super built-up  Area,Ready To Move,Volagerekallahalli,2.0,2.0,33.43,1020.0,2.0,3277.450980392157
Plot  Area,Ready To Move,Whitefield,5.0,3.0,295.0,2785.0,4.0,10592.45960502693
Super built-up  Area,20-Sep,Whitefield,2.0,1.0,94.82,1459.0,2.0,6498.971898560658
Super built-up  Area,Ready To Move,Whitefield,3.0,2.0,161.0,1175.0,2.0,13702.127659574468
Super built-up  Area,Ready To Move,Whitefield,2.0,1.0,48.5,1545.0,1.0,3139.15857605178
Super built-up  Area,18-Sep,Whitefield,4.0,2.0,91.0,1094.0,3.0,8318.098720292504
Built-up  Area,20-Dec,Whitefield,2.0,1.0,83.0,1200.0,3.0,6916.666666666667
Built-up  Area,18-Feb,Whitefield,3.0,2.0,130.0,1410.0,3.0,9219.85815602837
Super built-up  Area,Ready To Move,Whitefield,2.0,1.0,125.0,1082.0,3.0,11552.68022181146
Super built-up  Area,Ready To Move,Whitefield,3.0,2.0,75.0,1117.0,2.0,6714.413607878245
Super built-up  Area,Ready To Move,Whitefield,2.0,1.0,95.0,1200.0,2.0,7916.666666666667
Super built-up  Area,18-Dec,Whitefield,3.0,2.0,94.79,1060.0,3.0,8942.452830188678
Built-up  Area,Ready To Move,Whitefield,3.0,2.0,115.0,1200.0,3.0,9583.333333333334
Super built-up  Area,Ready To Move,Whitefield,2.0,3.0,57.0,1009.0,1.0,5649.157581764123
Super built-up  Area,Ready To Move,Whitefield,3.0,3.0,115.0,1610.0,3.0,7142.857142857143
Super built-up  Area,Ready To Move,Whitefield,3.0,2.0,88.0,1080.0,2.0,8148.148148148148
Built-up  Area,Ready To Move,Whitefield,2.0,0.0,85.0,1200.0,3.0,7083.333333333333
Plot  Area,18-Dec,Whitefield,3.0,2.0,68.5,1098.0,3.0,6238.615664845173
Plot  Area,Ready To Move,Whitefield,4.0,2.0,330.0,2774.0,3.0,11896.178803172314
Super built-up  Area,Ready To Move,Whitefield,2.0,2.0,136.0,1200.0,2.0,11333.333333333334
Super built-up  Area,Ready To Move,Whitefield,3.0,3.0,92.0,1036.0,2.0,8880.30888030888
Super built-up  Area,Ready To Move,Whitefield,2.0,2.0,85.0,1075.0,2.0,7906.976744186047
Super built-up  Area,18-May,Whitefield,2.0,1.0,79.0,1230.0,2.0,6422.764227642277
Super built-up  Area,Ready To Move,Whitefield,2.0,2.0,49.5,700.0,2.0,7071.428571428572
Super built-up  Area,Ready To Move,Whitefield,3.0,1.5843757375501535,110.0,1610.0,2.0,6832.298136645963
Super built-up  Area,20-Dec,Whitefield,3.0,2.0,103.0,1030.0,2.0,10000.0
Super built-up  Area,Ready To Move,Whitefield,2.0,1.0,95.0,1050.0,2.0,9047.619047619048
Plot  Area,Ready To Move,Whitefield,3.0,2.0,200.0,1100.0,3.0,18181.81818181818
Built-up  Area,Ready To Move,Whitefield,2.0,3.0,44.0,1243.0,1.0,3539.8230088495575
Super built-up  Area,Ready To Move,Whitefield,4.0,3.0,155.0,2409.0,3.0,6434.205064342051
Super built-up  Area,Ready To Move,Whitefield,3.0,0.0,146.0,1200.0,3.0,12166.666666666666
Built-up  Area,Ready To Move,Whitefield,2.0,0.0,55.0,1000.0,1.0,5500.0
Super built-up  Area,Ready To Move,Whitefield,2.0,2.0,150.0,1380.0,3.0,10869.565217391304
Super built-up  Area,Ready To Move,Whitefield,2.0,2.0,79.5,1115.0,3.0,7130.044843049327
Super built-up  Area,Ready To Move,Whitefield,4.0,2.0,260.0,2350.0,3.0,11063.829787234043
Super built-up  Area,21-Dec,Whitefield,2.0,1.0,79.28,1200.0,3.0,6606.666666666667
Super built-up  Area,Ready To Move,Whitefield,2.0,1.0,70.0,957.0,2.0,7314.524555903866
Plot  Area,Ready To Move,Whitefield,4.0,3.0,200.0,2020.0,4.0,9900.990099009901
Plot  Area,Ready To Move,Whitefield,4.0,2.0,285.0,1938.0,4.0,14705.882352941177
Super built-up  Area,Ready To Move,Whitefield,2.0,3.0,79.5,1153.0,2.0,6895.056374674761
Super built-up  Area,Ready To Move,Whitefield,2.0,2.0,41.0,1115.0,1.0,3677.1300448430493
Super built-up  Area,Ready To Move,Whitefield,3.0,1.0,140.0,1355.0,2.0,10332.10332103321
Built-up  Area,20-Dec,Whitefield,4.0,3.0,147.0,1100.0,3.0,13363.636363636364
Super built-up  Area,18-Dec,Whitefield,2.0,1.0,62.0,880.0,2.0,7045.454545454545
Super built-up  Area,20-Nov,Whitefield,3.0,2.0,122.0,1190.0,3.0,10252.100840336134
Built-up  Area,Ready To Move,Whitefield,2.0,1.0,80.0,1134.0,1.0,7054.673721340388
Super built-up  Area,Ready To Move,Whitefield,3.0,3.0,125.0,1071.0,2.0,11671.335200746966
Super built-up  Area,Ready To Move,Whitefield,2.0,2.0,59.0,946.0,2.0,6236.786469344609
Super built-up  Area,18-Dec,Whitefield,2.0,1.0,75.0,805.5,2.0,9310.986964618249
Super built-up  Area,Ready To Move,Whitefield,3.0,3.0,100.0,1030.0,2.0,9708.73786407767
Super built-up  Area,Ready To Move,Whitefield,2.0,1.0,39.0,950.0,1.0,4105.263157894737
Super built-up  Area,19-Jun,Whitefield,3.0,2.0,138.0,1475.0,3.0,9355.93220338983
Super built-up  Area,18-Dec,Whitefield,3.0,1.0,113.0,951.0,2.0,11882.22923238696
Super built-up  Area,Ready To Move,Whitefield,2.0,1.0,83.0,1120.0,3.0,7410.714285714285
Super built-up  Area,Ready To Move,Whitefield,3.0,2.0,280.0,2435.0,3.0,11498.973305954825
Super built-up  Area,Ready To Move,Whitefield,3.0,3.0,76.0,1216.0,3.0,6250.0
Super built-up  Area,19-Dec,Whitefield,2.0,1.0,77.0,1085.0,2.0,7096.774193548387
Super built-up  Area,17-May,Whitefield,2.0,1.0,37.0,539.0,1.0,6864.564007421151
Super built-up  Area,18-Dec,Whitefield,5.0,0.0,157.5,1900.0,5.0,8289.473684210527
Super built-up  Area,19-Dec,Whitefield,3.0,2.0,128.0,1181.0,2.0,10838.27265029636
Super built-up  Area,19-Jun,Whitefield,3.0,2.0,138.0,1270.0,2.0,10866.141732283464
Super built-up  Area,Ready To Move,Whitefield,3.0,3.0,101.0,1200.0,3.0,8416.666666666666
Super built-up  Area,Ready To Move,Whitefield,3.0,1.0,149.0,1115.0,3.0,13363.22869955157
Super built-up  Area,Ready To Move,Whitefield,2.0,2.0,82.0,1250.0,3.0,6560.0
Built-up  Area,18-Apr,Whitefield,3.0,2.0,156.0,1200.0,2.0,13000.0
Super built-up  Area,18-Dec,Whitefield,2.0,1.0,75.0,1070.0,3.0,7009.345794392523
Super built-up  Area,18-Mar,Whitefield,3.0,3.0,120.0,1200.0,2.0,10000.0
Built-up  Area,Ready To Move,Whitefield,2.0,2.0,45.0,1283.0,1.0,3507.4045206547157
Super built-up  Area,Ready To Move,Whitefield,4.0,2.0,130.0,1495.0,3.0,8695.652173913044
Super built-up  Area,Ready To Move,Whitefield,2.0,3.0,55.0,900.0,1.0,6111.111111111111
Built-up  Area,Ready To Move,Whitefield,3.0,3.0,85.0,1125.0,2.0,7555.555555555556
Super built-up  Area,18-Oct,Whitefield,2.0,1.0,67.0,850.0,2.0,7882.35294117647
Super built-up  Area,Ready To Move,Whitefield,2.0,3.0,78.5,800.0,2.0,9812.5
Built-up  Area,18-Jun,Whitefield,3.0,2.0,97.0,1284.0,2.0,7554.517133956387
Super built-up  Area,20-Dec,Whitefield,2.0,1.0,103.0,1220.0,3.0,8442.622950819672
Super built-up  Area,Ready To Move,Whitefield,3.0,2.0,125.0,1197.0,3.0,10442.773600668337
Super built-up  Area,19-Dec,Whitefield,3.0,1.0,200.0,1141.0,2.0,17528.483786152497
Super built-up  Area,18-Dec,Whitefield,2.0,1.0,84.03,1209.0,3.0,6950.372208436725
Plot  Area,Ready To Move,Whitefield,3.0,2.0,198.0,1220.0,2.0,16229.508196721312
Super built-up  Area,Ready To Move,Whitefield,2.0,2.0,58.0,1639.0,1.0,3538.7431360585724
Super built-up  Area,Ready To Move,Whitefield,3.0,1.0,108.0,1111.0,2.0,9720.97209720972
Super built-up  Area,Ready To Move,Whitefield,3.0,2.0,95.0,1270.0,2.0,7480.314960629921
Super built-up  Area,18-Feb,Whitefield,2.0,1.0,101.0,1475.0,3.0,6847.457627118644
Super built-up  Area,Ready To Move,Whitefield,3.0,3.0,85.0,900.0,2.0,9444.444444444445
Built-up  Area,18-Jun,Whitefield,3.0,2.0,261.0,2185.0,4.0,11945.08009153318
Built-up  Area,18-Apr,Whitefield,3.0,1.0,290.0,1725.0,4.0,16811.594202898552
Super built-up  Area,Ready To Move,Whitefield,2.0,2.0,56.0,1200.0,1.0,4666.666666666667
Super built-up  Area,Ready To Move,Whitefield,3.0,3.0,75.0,1090.0,2.0,6880.733944954129
Super built-up  Area,Ready To Move,Whitefield,2.0,1.0,45.0,1787.0,1.0,2518.186905428092
Super built-up  Area,Ready To Move,Whitefield,3.0,1.5843757375501535,145.0,1675.0,3.0,8656.716417910447
Plot  Area,Ready To Move,Whitefield,4.0,2.0,300.0,3000.0,3.0,10000.0
Super built-up  Area,18-Jul,Whitefield,3.0,2.0,110.0,1155.0,3.0,9523.809523809523
Super built-up  Area,Ready To Move,Whitefield,3.0,2.0,106.0,1710.0,4.0,6198.830409356725
Super built-up  Area,18-Dec,Whitefield,3.0,2.0,107.0,900.0,2.0,11888.888888888889
Built-up  Area,20-Dec,Whitefield,3.0,2.0,113.0,1164.0,2.0,9707.90378006873
Built-up  Area,19-Oct,Whitefield,4.0,0.0,218.0,1305.0,3.0,16704.98084291188
Super built-up  Area,Ready To Move,Whitefield,2.0,2.0,46.29,1050.0,1.0,4408.571428571428
Super built-up  Area,18-Apr,Whitefield,3.0,1.0,74.0,1125.0,2.0,6577.777777777777
Super built-up  Area,18-Nov,Whitefield,4.0,0.0,137.0,1200.0,3.0,11416.666666666666
Super built-up  Area,Ready To Move,Whitefield,2.0,2.0,75.0,1128.0,2.0,6648.936170212766
Super built-up  Area,19-Mar,Whitefield,3.0,2.0,113.0,1570.0,3.0,7197.452229299363
Built-up  Area,Ready To Move,Whitefield,3.0,3.0,85.0,1210.0,3.0,7024.793388429752
Super built-up  Area,Ready To Move,Whitefield,3.0,1.0,110.0,1740.0,3.0,6321.83908045977
Super built-up  Area,Ready To Move,Whitefield,2.0,1.0,105.0,1500.0,3.0,7000.0
Plot  Area,Ready To Move,Whitefield,3.0,1.0,130.0,1500.0,3.0,8666.666666666666
Super built-up  Area,Ready To Move,Whitefield,2.0,3.0,85.0,1020.0,2.0,8333.333333333334
Super built-up  Area,Ready To Move,Whitefield,2.0,2.0,105.0,1140.0,3.0,9210.526315789473
Super built-up  Area,18-Feb,Whitefield,3.0,2.0,128.0,1365.0,2.0,9377.289377289377
Super built-up  Area,Ready To Move,Whitefield,2.0,1.0,78.0,1203.0,2.0,6483.790523690773
Super built-up  Area,19-Dec,Whitefield,3.0,1.0,103.0,750.0,2.0,13733.333333333334
Built-up  Area,Ready To Move,"Whitefield, ",2.0,1.0,58.0,3500.0,4.0,1657.142857142857
Super built-up  Area,Ready To Move,Wilson Garden,1.0,1.0,75.0,800.0,2.0,9375.0
Built-up  Area,Ready To Move,Wilson Garden,3.0,3.0,135.0,1330.0,3.0,10150.375939849624
Super built-up  Area,18-Jun,Yarandahalli,2.0,1.0,40.1,1200.0,3.0,3341.6666666666665
Super built-up  Area,Ready To Move,Yelachenahalli,3.0,2.0,130.0,2475.0,3.0,5252.525252525253
Super built-up  Area,Ready To Move,Yelachenahalli,2.0,2.0,55.0,910.0,1.0,6043.956043956044
Super built-up  Area,Ready To Move,Yelachenahalli,2.0,3.0,78.0,1080.0,2.0,7222.222222222223
Super built-up  Area,18-Aug,Yelachenahalli,2.0,2.0,38.0,700.0,2.0,5428.571428571428
Super built-up  Area,Ready To Move,Yelachenahalli,2.0,2.0,60.0,1438.0,2.0,4172.461752433936
Super built-up  Area,Ready To Move,Yelachenahalli,2.0,1.0,72.0,1100.0,2.0,6545.454545454545
Built-up  Area,Ready To Move,Yelachenahalli,2.0,2.0,110.0,1668.0,3.0,6594.724220623501
Super built-up  Area,Ready To Move,Yelachenahalli,2.0,2.0,50.0,1100.0,3.0,4545.454545454545
Super built-up  Area,19-Dec,Yelahanka,4.0,0.0,186.0,2475.0,4.0,7515.151515151515
Plot  Area,Ready To Move,Yelahanka,1.0,0.0,48.0,660.0,1.0,7272.727272727273
Super built-up  Area,19-Mar,Yelahanka,2.0,2.0,78.0,1499.0,3.0,5203.468979319547
Super built-up  Area,Ready To Move,Yelahanka,2.0,2.0,98.0,1783.0,3.0,5496.354458777341
Super built-up  Area,Ready To Move,Yelahanka,2.0,2.0,54.0,950.0,1.0,5684.210526315789
Built-up  Area,Ready To Move,Yelahanka,3.0,3.0,130.0,2400.0,3.0,5416.666666666667
Super built-up  Area,Ready To Move,Yelahanka,3.0,2.0,95.0,1128.0,2.0,8421.985815602837
Super built-up  Area,Ready To Move,Yelahanka,2.0,2.0,80.0,1135.0,2.0,7048.458149779735
Super built-up  Area,Ready To Move,Yelahanka,2.0,2.0,85.0,812.0,2.0,10467.980295566502
Super built-up  Area,17-Nov,Yelahanka,1.0,0.0,45.0,565.0,1.0,7964.601769911505
Super built-up  Area,Ready To Move,Yelahanka,2.0,2.0,55.0,1050.0,3.0,5238.0952380952385
Super built-up  Area,Ready To Move,Yelahanka,3.0,2.0,95.0,1890.0,5.0,5026.455026455026
Super built-up  Area,Ready To Move,Yelahanka,1.0,1.0,24.0,1385.0,1.0,1732.8519855595669
Super built-up  Area,Ready To Move,Yelahanka,3.0,3.0,120.0,1200.0,3.0,10000.0
Built-up  Area,Ready To Move,Yelahanka,3.0,2.0,82.0,1200.0,2.0,6833.333333333333
Super built-up  Area,18-Mar,Yelahanka,3.0,1.0,105.0,1077.0,2.0,9749.303621169916
Super built-up  Area,Ready To Move,Yelahanka,3.0,2.0,96.0,1650.0,3.0,5818.181818181818
Super built-up  Area,18-May,Yelahanka,2.0,1.0,79.0,1050.0,3.0,7523.809523809524
Plot  Area,Ready To Move,Yelahanka,3.0,1.0,120.0,1012.0,2.0,11857.707509881422
Super built-up  Area,Ready To Move,Yelahanka,3.0,1.0,115.0,1243.0,3.0,9251.81013676589
Super built-up  Area,Ready To Move,Yelahanka,2.0,3.0,85.0,1090.0,1.0,7798.165137614679
Built-up  Area,Ready To Move,Yelahanka,3.0,3.0,82.0,1200.0,3.0,6833.333333333333
Super built-up  Area,Ready To Move,Yelahanka,3.0,2.0,97.0,1392.0,2.0,6968.390804597701
Built-up  Area,Ready To Move,Yelahanka,2.0,2.0,95.0,1340.0,3.0,7089.55223880597
Built-up  Area,Ready To Move,Yelahanka,3.0,2.0,80.01,900.0,2.0,8890.000000000002
Super built-up  Area,Ready To Move,Yelahanka,2.0,1.0,40.0,1255.0,1.0,3187.2509960159364
Super built-up  Area,19-Dec,Yelahanka,4.0,1.0,180.0,1495.0,3.0,12040.133779264213
Super built-up  Area,18-Mar,Yelahanka,3.0,3.0,125.0,1430.0,2.0,8741.258741258742
Super built-up  Area,Ready To Move,Yelahanka,2.0,2.0,75.0,1179.0,2.0,6361.323155216285
Super built-up  Area,Ready To Move,Yelahanka,3.0,2.0,86.0,1314.0,2.0,6544.90106544901
Super built-up  Area,18-Mar,Yelahanka,3.0,1.0,108.0,1250.0,3.0,8640.0
Super built-up  Area,Ready To Move,Yelahanka,2.0,2.0,80.0,936.0,2.0,8547.008547008547
Super built-up  Area,Ready To Move,Yelahanka,2.0,1.0,78.0,1025.0,2.0,7609.756097560976
Super built-up  Area,Ready To Move,Yelahanka,2.0,1.0,56.0,1140.0,1.0,4912.2807017543855
Super built-up  Area,21-Mar,Yelahanka,3.0,3.0,85.61,1194.0,2.0,7170.01675041876
Built-up  Area,Ready To Move,Yelahanka,2.0,3.0,75.0,1069.0,2.0,7015.902712815716
Super built-up  Area,21-Mar,Yelahanka,2.0,2.0,70.21,1240.0,3.0,5662.096774193547
Super built-up  Area,Ready To Move,Yelahanka,3.0,2.0,95.0,1200.0,3.0,7916.666666666667
Super built-up  Area,Ready To Move,Yelahanka,3.0,2.0,93.0,1196.0,3.0,7775.919732441472
Super built-up  Area,Ready To Move,Yelahanka,3.0,3.0,93.0,1798.0,3.0,5172.413793103448
Super built-up  Area,Ready To Move,Yelahanka,2.0,2.0,82.0,1000.0,1.0,8200.0
Super built-up  Area,21-Mar,Yelahanka,1.0,1.0,36.23,1200.0,1.0,3019.166666666666
Super built-up  Area,Ready To Move,Yelahanka,2.0,1.0,78.0,1108.0,3.0,7039.71119133574
Super built-up  Area,20-Jan,Yelahanka,3.0,2.0,103.0,1300.0,3.0,7923.076923076923
Super built-up  Area,Ready To Move,Yelahanka,3.0,1.0,91.0,1181.0,2.0,7705.334462320067
Plot  Area,Ready To Move,Yelahanka,3.0,1.0,120.0,1525.0,2.0,7868.852459016393
Super built-up  Area,18-Jul,Yelahanka,3.0,2.0,109.0,1420.0,3.0,7676.056338028169
Super built-up  Area,Ready To Move,Yelahanka,3.0,2.0,85.0,1161.0,3.0,7321.274763135229
Super built-up  Area,19-Apr,Yelahanka,2.0,1.0,93.65,1220.0,2.0,7676.229508196721
Super built-up  Area,19-Dec,Yelahanka,3.0,2.0,71.28,1250.0,3.0,5702.4
Built-up  Area,Ready To Move,Yelahanka,2.0,3.0,85.0,1500.0,3.0,5666.666666666667
Built-up  Area,Ready To Move,Yelahanka,3.0,2.0,110.0,2100.0,4.0,5238.0952380952385
Super built-up  Area,Ready To Move,Yelahanka,2.0,3.0,75.0,1411.0,4.0,5315.379163713678
Super built-up  Area,Ready To Move,Yelahanka,2.0,3.0,77.0,1105.0,3.0,6968.3257918552035
Super built-up  Area,Ready To Move,Yelahanka,4.0,1.0,223.0,2790.0,3.0,7992.8315412186375
Super built-up  Area,18-Jan,Yelahanka,2.0,1.0,30.0,1088.0,1.0,2757.3529411764707
Super built-up  Area,20-Jan,Yelahanka,2.0,1.0,78.19,1020.0,2.0,7665.686274509804
Super built-up  Area,Ready To Move,Yelahanka New Town,1.0,1.0,20.0,2292.0,2.0,872.6003490401396
Super built-up  Area,Ready To Move,Yelahanka New Town,1.0,1.0,16.5,2900.0,1.0,568.9655172413793
Super built-up  Area,Ready To Move,Yelahanka New Town,2.0,1.0,26.0,1296.0,2.0,2006.1728395061727
Super built-up  Area,Ready To Move,Yelahanka New Town,3.0,2.0,92.0,1685.0,3.0,5459.940652818991
Super built-up  Area,Ready To Move,Yelahanka New Town,1.0,1.0,20.0,2200.0,2.0,909.0909090909091
Plot  Area,Ready To Move,Yelahanka New Town,2.0,1.0,130.0,1216.0,2.0,10690.78947368421
Built-up  Area,Ready To Move,Yelahanka New Town,1.0,1.0,80.0,1620.0,1.0,4938.271604938272
Super built-up  Area,Ready To Move,Yelahanka New Town,2.0,1.0,24.0,1190.0,2.0,2016.8067226890757
Built-up  Area,Ready To Move,Yelahanka New Town,1.0,1.0,17.0,1232.0,2.0,1379.8701298701299
Built-up  Area,Ready To Move,Yelahanka New Town,1.0,0.0,16.0,1035.0,2.0,1545.8937198067633
Super built-up  Area,Ready To Move,Yelahanka New Town,2.0,2.0,50.0,1235.0,2.0,4048.582995951417
Super built-up  Area,19-Sep,Yelahanka New Town,3.0,1.0,109.0,1052.0,3.0,10361.216730038022
Built-up  Area,Ready To Move,Yelahanka New Town,2.0,3.0,65.0,850.0,1.0,7647.058823529412
Super built-up  Area,Ready To Move,Yelahanka New Town,2.0,2.0,80.0,1101.0,3.0,7266.121707538601
Super built-up  Area,Ready To Move,Yelahanka New Town,1.0,1.0,18.0,1080.0,2.0,1666.6666666666667
Super built-up  Area,19-Sep,Yelahanka New Town,2.0,1.0,75.0,4560.0,2.0,1644.7368421052631
Super built-up  Area,Ready To Move,Yelahanka New Town,3.0,2.0,125.0,2159.0,2.0,5789.7174617878645
Plot  Area,Ready To Move,Yelahanka New Town,2.0,0.0,180.0,1175.0,3.0,15319.148936170213
Built-up  Area,Ready To Move,Yelahanka New Town,1.0,1.0,20.0,3930.0,2.0,508.9058524173028
